# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.misses,1761284543607000000,1761284549517000000,192
StorageLockContext.competingThreads.90P,1761284543607000000,1761284549517000000,0
FilePageCacheLockFree.totalBytesRead,1761284543607000000,1761284549517000000,16
FilePageCacheLockFree.totalHeapBytesReclaimed,1761284543607000000,1761284549517000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1761284543607000000,1761284549517000000,274
FilePageCacheLockFree.totalPagesReadMs,1761284543607000000,1761284549517000000,1
FilePageCache.totalPageDisposalsUs,1761284543607000000,1761284549517000000,388
FilePageCacheLockFree.totalBytesWritten,1761284543607000000,1761284549517000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761284543607000000,1761284549517000000,41959424
MappedFileStorage.totalBytesMapped,1761284543607000000,1761284549517000000,0
FilePageCacheLockFree.nativeBytesInUse,1761284543607000000,1761284549517000000,0
FilePageCacheLockFree.heapBytesInUse,1761284543607000000,1761284549517000000,0
FilePageCache.pageHits,1761284543607000000,1761284549517000000,0
StorageLockContext.competingThreads.max,1761284543607000000,1761284549517000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1761284543607000000,1761284549517000000,16384
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761284543607000000,1761284549517000000,41959424
FilePageCache.disposedBuffers,1761284543607000000,1761284549517000000,193
FlushQueue.queueSizeMax,1761284543607000000,1761284549517000000,483
FlushQueue.executionTimeAvgNs,1761284543607000000,1761284549517000000,38134.19735819736
WriteAction.executionsCount,1761284543607000000,1761284549517000000,1
FlushQueue.queueSizeAvg,1761284543607000000,1761284549517000000,114.87723387723388
AWTEventQueue.eventsDispatched,1761284543607000000,1761284549517000000,1906
FlushQueue.waitingTimeAvgNs,1761284543607000000,1761284549517000000,5.793405574794095E8
NonBlockingReadAction.failedExecutionTimeUs,1761284543607000000,1761284549517000000,0
NonBlockingReadAction.finalizedExecutionsCount,1761284543607000000,1761284549517000000,14
AWTEventQueue.dispatchTimeAvgNs,1761284543607000000,1761284549517000000,2645266.2707240293
AWTEventQueue.dispatchTimeTotalNS,1761284543607000000,1761284549517000000,5054596863
NonBlockingReadAction.failedExecutionsCount,1761284543607000000,1761284549517000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1761284543607000000,1761284549517000000,29415
FlushQueue.waitingTime90PNs,1761284543607000000,1761284549517000000,2415919103
ReadAction.executionsCount,1761284543607000000,1761284549517000000,48807
FlushQueue.queueSize90P,1761284543607000000,1761284549517000000,383
AWTEventQueue.dispatchTime90PNs,1761284543607000000,1761284549517000000,24575
FlushQueue.tasksExecuted,1761284543607000000,1761284549517000000,1287
FlushQueue.waitingTimeMaxNs,1761284543607000000,1761284549517000000,3825205247
AWTEventQueue.dispatchTimeMaxNs,1761284543607000000,1761284549517000000,4966055935
FlushQueue.executionTimeMaxNs,1761284543607000000,1761284549517000000,13828095
FlushQueue.executionTime90PNs,1761284543607000000,1761284549517000000,38399
